status,dataset_id,name,short_description,primary_source_type,primary_source,primary_fingerprint,doi,pmid,manufacturer,product,release_date,tags,last_updated,notes,dataset_link,local_uid,lamin_link,uid,created_at,description
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,jI21kEOyqcvd9wxx0000,108ty,2025-05-13 11:37:29.491662+00:00,Visium Mouse (Brain Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,RhhdHJJJWiNoTrYB0000,10v4k,2025-05-13 11:38:10.987628+00:00,Visium Mouse (Brain Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,3p1B6zPVF8BEXpH50000,10s8t,2025-05-13 11:38:48.289734+00:00,Visium Mouse (Brain Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,tu4rSb0hhPTSqbsI0000,10sph,2025-05-13 11:39:24.356364+00:00,Visium Mouse (Brain Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,gkFtY6t2JXGpZuwX0000,10v61,2025-05-13 11:40:01.511880+00:00,Visium Mouse (Lung Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,3AA6HiwHiNd9J7YS0000,109pp,2025-05-13 11:40:37.111530+00:00,Visium Mouse (Lung Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,gtLUT2zUAH9l9Uzi0000,10yhv,2025-05-13 11:41:13.732013+00:00,Visium Mouse (Lung Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,cdJ4ig3BNiTZMC3T0000,1090h,2025-05-13 11:41:48.656489+00:00,Visium Mouse (Lung Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v4k,t3xL68PKhvAraXOy0000,102hp,2025-05-13 11:42:24.405775+00:00,Visium Mouse (Lung Replicate 5)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,jI21kEOyqcvd9wxx0000,108ty,2025-05-13 11:37:29.491662+00:00,Visium Mouse (Brain Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,RhhdHJJJWiNoTrYB0000,10v4k,2025-05-13 11:38:10.987628+00:00,Visium Mouse (Brain Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,3p1B6zPVF8BEXpH50000,10s8t,2025-05-13 11:38:48.289734+00:00,Visium Mouse (Brain Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,tu4rSb0hhPTSqbsI0000,10sph,2025-05-13 11:39:24.356364+00:00,Visium Mouse (Brain Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,gkFtY6t2JXGpZuwX0000,10v61,2025-05-13 11:40:01.511880+00:00,Visium Mouse (Lung Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,3AA6HiwHiNd9J7YS0000,109pp,2025-05-13 11:40:37.111530+00:00,Visium Mouse (Lung Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,gtLUT2zUAH9l9Uzi0000,10yhv,2025-05-13 11:41:13.732013+00:00,Visium Mouse (Lung Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,cdJ4ig3BNiTZMC3T0000,1090h,2025-05-13 11:41:48.656489+00:00,Visium Mouse (Lung Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10s8t,t3xL68PKhvAraXOy0000,102hp,2025-05-13 11:42:24.405775+00:00,Visium Mouse (Lung Replicate 5)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,jI21kEOyqcvd9wxx0000,108ty,2025-05-13 11:37:29.491662+00:00,Visium Mouse (Brain Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,RhhdHJJJWiNoTrYB0000,10v4k,2025-05-13 11:38:10.987628+00:00,Visium Mouse (Brain Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,3p1B6zPVF8BEXpH50000,10s8t,2025-05-13 11:38:48.289734+00:00,Visium Mouse (Brain Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,tu4rSb0hhPTSqbsI0000,10sph,2025-05-13 11:39:24.356364+00:00,Visium Mouse (Brain Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,gkFtY6t2JXGpZuwX0000,10v61,2025-05-13 11:40:01.511880+00:00,Visium Mouse (Lung Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,3AA6HiwHiNd9J7YS0000,109pp,2025-05-13 11:40:37.111530+00:00,Visium Mouse (Lung Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,gtLUT2zUAH9l9Uzi0000,10yhv,2025-05-13 11:41:13.732013+00:00,Visium Mouse (Lung Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,cdJ4ig3BNiTZMC3T0000,1090h,2025-05-13 11:41:48.656489+00:00,Visium Mouse (Lung Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10sph,t3xL68PKhvAraXOy0000,102hp,2025-05-13 11:42:24.405775+00:00,Visium Mouse (Lung Replicate 5)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,jI21kEOyqcvd9wxx0000,108ty,2025-05-13 11:37:29.491662+00:00,Visium Mouse (Brain Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,RhhdHJJJWiNoTrYB0000,10v4k,2025-05-13 11:38:10.987628+00:00,Visium Mouse (Brain Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,3p1B6zPVF8BEXpH50000,10s8t,2025-05-13 11:38:48.289734+00:00,Visium Mouse (Brain Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,tu4rSb0hhPTSqbsI0000,10sph,2025-05-13 11:39:24.356364+00:00,Visium Mouse (Brain Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,gkFtY6t2JXGpZuwX0000,10v61,2025-05-13 11:40:01.511880+00:00,Visium Mouse (Lung Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,3AA6HiwHiNd9J7YS0000,109pp,2025-05-13 11:40:37.111530+00:00,Visium Mouse (Lung Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,gtLUT2zUAH9l9Uzi0000,10yhv,2025-05-13 11:41:13.732013+00:00,Visium Mouse (Lung Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,cdJ4ig3BNiTZMC3T0000,1090h,2025-05-13 11:41:48.656489+00:00,Visium Mouse (Lung Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,10v61,t3xL68PKhvAraXOy0000,102hp,2025-05-13 11:42:24.405775+00:00,Visium Mouse (Lung Replicate 5)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,109pp,jI21kEOyqcvd9wxx0000,108ty,2025-05-13 11:37:29.491662+00:00,Visium Mouse (Brain Replicate 1)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,109pp,RhhdHJJJWiNoTrYB0000,10v4k,2025-05-13 11:38:10.987628+00:00,Visium Mouse (Brain Replicate 2)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,109pp,3p1B6zPVF8BEXpH50000,10s8t,2025-05-13 11:38:48.289734+00:00,Visium Mouse (Brain Replicate 3)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,109pp,tu4rSb0hhPTSqbsI0000,10sph,2025-05-13 11:39:24.356364+00:00,Visium Mouse (Brain Replicate 4)
uploaded,ds_443ac0f8315f,Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),"Spatial Gene Expression v2 | Mouse | lung, brain",url,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,443ac0f8315f,,,10x Genomics,Spatial Gene Expression v2,,"Mouse,lung, brain",2025-09-29,,https://10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,109pp,gkFtY6t2JXGpZuwX0000,10v61,2025-05-13 11:40:01.511880+00:00,Visium Mouse (Lung Replicate 1)
